hour,DAM_SP15,DAM_NP15,DAM_ZP26
2021-12-04 07:00:00,45.31862,45.21612,44.54056
2021-12-04 03:00:00,64.77712,64.54079,64.78126
2021-12-04 05:00:00,56.6328,56.21481,55.70707
2021-12-04 02:00:00,70.29553,70.0,70.29989
2021-12-04 01:00:00,78.22215,80.34591,82.5076
2021-12-04 21:00:00,12.86409,30.0,8.2746
2021-12-04 16:00:00,27.99321,40.25988,30.22259
2021-12-04 18:00:00,16.46505,35.82295,14.24729
2021-12-04 10:00:00,42.65802,43.4384,42.19768
2021-12-04 13:00:00,47.44883,48.63676,47.06263
2021-12-04 14:00:00,51.31546,53.83736,52.06862
2021-12-04 22:00:00,19.01,31.20858,18.2525
2021-12-04 11:00:00,42.1354,42.87553,41.69825
2021-12-04 20:00:00,13.16376,31.62097,8.95672
2021-12-04 23:00:00,46.5429,50.09641,48.04215
2021-12-04 08:00:00,46.07221,46.9834,45.58814
2021-12-04 12:00:00,42.90585,43.80579,42.51765
2021-12-04 09:00:00,42.90997,43.5139,42.35012
2021-12-04 15:00:00,46.01612,51.05481,49.33266
2021-12-04 17:00:00,19.54659,37.57621,18.59838
2021-12-04 19:00:00,14.29365,33.04292,11.65334
2021-12-22 07:00:00,65.18774,65.78852,64.63422
2021-12-22 06:00:00,69.77732,71.17941,69.47947
2021-12-22 05:00:00,74.59233,75.38077,74.07444
2021-12-22 00:00:00,87.50052,90.00509,87.528
2021-12-22 01:00:00,108.28909,108.65217,109.0
2021-12-22 04:00:00,86.83979,88.56233,86.84185
2021-12-22 02:00:00,94.26932,94.70631,94.97
2021-12-22 03:00:00,88.83657,90.75656,88.94357
2021-12-22 17:00:00,62.08777,66.98138,62.54654
2021-12-22 20:00:00,54.49551,58.79548,54.74122
2021-12-22 09:00:00,56.06771,56.86901,55.80642
2021-12-22 22:00:00,62.80471,67.20372,63.1194
2021-12-22 14:00:00,73.72081,75.04518,73.81267
2021-12-22 08:00:00,62.11582,63.57225,62.1478
2021-12-22 13:00:00,66.94,68.19725,66.8497
2021-12-22 15:00:00,80.15,82.67514,80.37651
2021-12-22 23:00:00,67.79387,70.81739,67.77248
2021-12-22 18:00:00,56.48278,60.96573,56.88315
